Date,error_bull,error_bear,min_error,argmin_regime,gap
2010-08-24,0.0034399824,0.0025136657,0.0025136657,bear,0.0009263167
2010-08-25,0.0034755415,0.0027879835,0.0027879835,bear,0.000687558
2010-08-26,0.0036556015,0.0028278467,0.0028278467,bear,0.00082775485
2010-08-27,0.0033146117,0.0026678802,0.0026678802,bear,0.0006467316
2010-08-30,0.003116269,0.0028666386,0.0028666386,bear,0.0002496303
2010-08-31,0.0028812736,0.0025408259,0.0025408259,bear,0.00034044776
2010-09-01,0.0025603513,0.0026411773,0.0025603513,bull,8.0825994e-05
2010-09-02,0.0023224002,0.0025332982,0.0023224002,bull,0.000210898
2010-09-03,0.002253629,0.0027227509,0.002253629,bull,0.00046912185
2010-09-07,0.002414651,0.0026174234,0.002414651,bull,0.00020277244
2010-09-08,0.0026961751,0.0028013573,0.0026961751,bull,0.000105182175
2010-09-09,0.0029636396,0.0030695456,0.0029636396,bull,0.000105906045
2010-09-10,0.00326505,0.003533373,0.00326505,bull,0.00026832288
2010-09-13,0.0035323584,0.00398318,0.0035323584,bull,0.0004508216
2010-09-14,0.0040506157,0.004312085,0.0040506157,bull,0.00026146928
2010-09-15,0.0047873766,0.004651989,0.004651989,bear,0.00013538776
2010-09-16,0.005452496,0.0048302542,0.0048302542,bear,0.00062224176
2010-09-17,0.0061306013,0.004723554,0.004723554,bear,0.0014070473
2010-09-20,0.006755802,0.004648771,0.004648771,bear,0.0021070307
2010-09-21,0.007282171,0.0045220503,0.0045220503,bear,0.0027601207
2010-09-22,0.0074572465,0.003946078,0.003946078,bear,0.0035111685
2010-09-23,0.007380183,0.003510846,0.003510846,bear,0.0038693368
2010-09-24,0.007240099,0.0033605506,0.0033605506,bear,0.0038795483
2010-09-27,0.006899958,0.003127531,0.003127531,bear,0.003772427
2010-09-28,0.0065945038,0.0028413984,0.0028413984,bear,0.0037531054
2010-09-29,0.0062498087,0.0025162434,0.0025162434,bear,0.0037335653
2010-09-30,0.006118646,0.0021523116,0.0021523116,bear,0.0039663343
2010-10-01,0.0056284447,0.0020360537,0.0020360537,bear,0.003592391
2010-10-04,0.0050956993,0.0020796633,0.0020796633,bear,0.003016036
2010-10-05,0.004672233,0.0017857952,0.0017857952,bear,0.0028864378
2010-10-06,0.0040046535,0.0020004169,0.0020004169,bear,0.0020042367
2010-10-07,0.0034644234,0.0018440462,0.0018440462,bear,0.0016203772
2010-10-08,0.002838644,0.0020651994,0.0020651994,bear,0.00077344454
2010-10-11,0.0024900227,0.0020547474,0.0020547474,bear,0.00043527526
2010-10-12,0.001966483,0.0021557643,0.001966483,bull,0.0001892813
2010-10-13,0.0016924123,0.0024007675,0.0016924123,bull,0.0007083552
2010-10-14,0.0015355074,0.0025891198,0.0015355074,bull,0.0010536124
2010-10-15,0.0016051236,0.0026682871,0.0016051236,bull,0.0010631635
2010-10-18,0.0015728486,0.0029402743,0.0015728486,bull,0.0013674257
2010-10-19,0.0014793054,0.0030487017,0.0014793054,bull,0.0015693962
2010-10-20,0.0013783983,0.0032786003,0.0013783983,bull,0.001900202
2010-10-21,0.0013848566,0.003550672,0.0013848566,bull,0.0021658153
2010-10-22,0.0013637417,0.0037629644,0.0013637417,bull,0.0023992227
2010-10-25,0.0013552614,0.0039246483,0.0013552614,bull,0.0025693867
2010-10-26,0.0013107327,0.003822129,0.0013107327,bull,0.0025113963
2010-10-27,0.001351371,0.003910527,0.001351371,bull,0.0025591562
2010-10-28,0.0011964461,0.0037100294,0.0011964461,bull,0.0025135833
2010-10-29,0.0012264182,0.0038531502,0.0012264182,bull,0.002626732
2010-11-01,0.0010704601,0.0031805814,0.0010704601,bull,0.0021101213
2010-11-02,0.0009464896,0.0028970628,0.0009464896,bull,0.0019505732
2010-11-03,0.0010295921,0.0026623472,0.0010295921,bull,0.001632755
2010-11-04,0.0010946684,0.0029185398,0.0010946684,bull,0.0018238714
2010-11-05,0.001189356,0.0029224434,0.001189356,bull,0.0017330875
2010-11-08,0.0013789382,0.0031745145,0.0013789382,bull,0.0017955763
2010-11-09,0.0014258788,0.003116498,0.0014258788,bull,0.0016906192
2010-11-10,0.0014706681,0.0030774837,0.0014706681,bull,0.0016068156
2010-11-11,0.0014857459,0.0032653606,0.0014857459,bull,0.0017796147
2010-11-12,0.0014851046,0.0030909935,0.0014851046,bull,0.001605889
2010-11-15,0.0014084891,0.0033059777,0.0014084891,bull,0.0018974886
2010-11-16,0.0015402408,0.0032589764,0.0015402408,bull,0.0017187356
2010-11-17,0.0016452961,0.003221278,0.0016452961,bull,0.001575982
2010-11-18,0.0017504371,0.0033632438,0.0017504371,bull,0.0016128067
2010-11-19,0.0016703837,0.0034267497,0.0016703837,bull,0.001756366
2010-11-22,0.0016225654,0.0033270617,0.0016225654,bull,0.0017044962
2010-11-23,0.0017198343,0.003438155,0.0017198343,bull,0.0017183207
2010-11-24,0.0018603727,0.0032644428,0.0018603727,bull,0.0014040701
2010-11-26,0.0021219065,0.0035510089,0.0021219065,bull,0.0014291024
2010-11-29,0.0021737076,0.003358334,0.0021737076,bull,0.0011846265
2010-11-30,0.0022707698,0.0033038352,0.0022707698,bull,0.0010330654
2010-12-01,0.0021336302,0.0030659875,0.0021336302,bull,0.0009323573
2010-12-02,0.002102879,0.0031471583,0.002102879,bull,0.0010442792
2010-12-03,0.0019024574,0.0028725578,0.0019024574,bull,0.0009701004
2010-12-06,0.0018699245,0.0029590214,0.0018699245,bull,0.0010890969
2010-12-07,0.0020866382,0.0029701302,0.0020866382,bull,0.00088349194
2010-12-08,0.0021400126,0.00339215,0.0021400126,bull,0.0012521374
2010-12-09,0.002229039,0.0033888747,0.002229039,bull,0.0011598356
2010-12-10,0.0023023463,0.0038560862,0.0023023463,bull,0.0015537399
2010-12-13,0.0024375464,0.0038984849,0.0024375464,bull,0.0014609385
2010-12-14,0.0027518272,0.004578941,0.0027518272,bull,0.0018271138
2010-12-15,0.0029318118,0.0046881614,0.0029318118,bull,0.0017563496
2010-12-16,0.0031397273,0.0051416075,0.0031397273,bull,0.0020018802
2010-12-17,0.0034409575,0.0051067127,0.0034409575,bull,0.0016657552
2010-12-20,0.003762598,0.0052335793,0.003762598,bull,0.0014709814
2010-12-21,0.003964996,0.0048038224,0.003964996,bull,0.0008388264
2010-12-22,0.004203223,0.0046734787,0.004203223,bull,0.0004702555
2010-12-23,0.0041853273,0.004413073,0.0041853273,bull,0.00022774562
2010-12-27,0.0041942927,0.0042292667,0.0041942927,bull,3.4973957e-05
2010-12-28,0.00404949,0.0041188304,0.00404949,bull,6.9340225e-05
2010-12-29,0.003998414,0.0040139602,0.003998414,bull,1.5546102e-05
2010-12-30,0.0036708165,0.0039358037,0.0036708165,bull,0.00026498712
2010-12-31,0.0035780591,0.0039326507,0.0035780591,bull,0.00035459152
2011-01-03,0.0032053676,0.0036354612,0.0032053676,bull,0.0004300936
2011-01-04,0.0030840323,0.00361405,0.0030840323,bull,0.0005300178
2011-01-05,0.003272543,0.00356757,0.003272543,bull,0.00029502693
2011-01-06,0.002971726,0.0038958308,0.002971726,bull,0.0009241048
2011-01-07,0.0028729783,0.003882136,0.0028729783,bull,0.0010091576
2011-01-10,0.0024661561,0.003979016,0.0024661561,bull,0.00151286
2011-01-11,0.002205447,0.0040434627,0.002205447,bull,0.0018380156
2011-01-12,0.002044267,0.004514057,0.002044267,bull,0.0024697902
2011-01-13,0.0019235681,0.004656015,0.0019235681,bull,0.0027324469
2011-01-14,0.0019737938,0.004988472,0.0019737938,bull,0.0030146781
2011-01-18,0.0021366146,0.005205156,0.0021366146,bull,0.0030685412
2011-01-19,0.002118764,0.005495605,0.002118764,bull,0.003376841
2011-01-20,0.002045811,0.0052095107,0.002045811,bull,0.0031636998
2011-01-21,0.0020306269,0.0053354898,0.0020306269,bull,0.0033048629
2011-01-24,0.0021147956,0.005461455,0.0021147956,bull,0.0033466592
2011-01-25,0.0022050962,0.0056510023,0.0022050962,bull,0.003445906
2011-01-26,0.002289219,0.0057208305,0.002289219,bull,0.0034316115
2011-01-27,0.0023831467,0.0057178843,0.0023831467,bull,0.0033347376
2011-01-28,0.0025437004,0.006006291,0.0025437004,bull,0.0034625907
2011-01-31,0.00250815,0.00565729,0.00250815,bull,0.0031491402
2011-02-01,0.0025613073,0.005736637,0.0025613073,bull,0.0031753296
2011-02-02,0.002389579,0.005301223,0.002389579,bull,0.002911644
2011-02-03,0.0023788789,0.0050047874,0.0023788789,bull,0.0026259085
2011-02-04,0.0020960695,0.0045467513,0.0020960695,bull,0.0024506818
2011-02-07,0.0020025112,0.0043954183,0.0020025112,bull,0.0023929072
2011-02-08,0.0018472158,0.004364654,0.0018472158,bull,0.002517438
2011-02-09,0.0017161184,0.0043181875,0.0017161184,bull,0.0026020692
2011-02-10,0.0016239524,0.004182509,0.0016239524,bull,0.0025585569
2011-02-11,0.0015176657,0.0042432263,0.0015176657,bull,0.0027255607
2011-02-14,0.0014508746,0.004219964,0.0014508746,bull,0.0027690895
2011-02-15,0.0013864352,0.00413137,0.0013864352,bull,0.002744935
2011-02-16,0.0014446292,0.0042088698,0.0014446292,bull,0.0027642406
2011-02-17,0.0016560582,0.0042708293,0.0016560582,bull,0.002614771
2011-02-18,0.0018741606,0.004498072,0.0018741606,bull,0.0026239115
2011-02-22,0.0021433944,0.0047141532,0.0021433944,bull,0.0025707588
2011-02-23,0.002347212,0.004687706,0.002347212,bull,0.002340494
2011-02-24,0.0024901112,0.004828435,0.0024901112,bull,0.0023383237
2011-02-25,0.0025136622,0.0046710437,0.0025136622,bull,0.0021573815
2011-02-28,0.002611302,0.00466568,0.002611302,bull,0.0020543782
2011-03-01,0.0028427567,0.004526749,0.0028427567,bull,0.0016839921
2011-03-02,0.0030061526,0.0042551993,0.0030061526,bull,0.0012490468
2011-03-03,0.003034215,0.0042030783,0.003034215,bull,0.0011688634
2011-03-04,0.0030652503,0.004144016,0.0030652503,bull,0.0010787658
2011-03-07,0.003062809,0.003932659,0.003062809,bull,0.00086985016
2011-03-08,0.003094918,0.0039312514,0.003094918,bull,0.00083633326
2011-03-09,0.0031499823,0.0038003265,0.0031499823,bull,0.0006503442
2011-03-10,0.0032431297,0.0036569024,0.0032431297,bull,0.00041377265
2011-03-11,0.0032993539,0.0035668244,0.0032993539,bull,0.0002674705
2011-03-14,0.002967814,0.0033071823,0.002967814,bull,0.00033936836
2011-03-15,0.002986883,0.0034274622,0.002986883,bull,0.00044057914
2011-03-16,0.0032156163,0.0035350802,0.0032156163,bull,0.0003194639
2011-03-17,0.0031703915,0.0034555448,0.0031703915,bull,0.00028515328
2011-03-18,0.0032003296,0.0035358227,0.0032003296,bull,0.00033549313
2011-03-21,0.0031914602,0.0035869684,0.0031914602,bull,0.00039550825
2011-03-22,0.0031012248,0.0038865348,0.0031012248,bull,0.00078531005
2011-03-23,0.0030337241,0.0036110452,0.0030337241,bull,0.00057732104
2011-03-24,0.0029987537,0.0041255374,0.0029987537,bull,0.0011267837
2011-03-25,0.003044069,0.003854985,0.003044069,bull,0.00081091607
2011-03-28,0.0032083218,0.004235478,0.0032083218,bull,0.0010271564
2011-03-29,0.003312082,0.003959166,0.003312082,bull,0.00064708386
2011-03-30,0.0035388633,0.0044636168,0.0035388633,bull,0.0009247535
2011-03-31,0.0035874227,0.0042308555,0.0035874227,bull,0.00064343284
2011-04-01,0.0035938628,0.004130584,0.0035938628,bull,0.00053672143
2011-04-04,0.0037411014,0.0034087026,0.0034087026,bear,0.0003323988
2011-04-05,0.00396247,0.0035974304,0.0035974304,bear,0.0003650398
2011-04-06,0.0043981615,0.003716291,0.003716291,bear,0.0006818706
2011-04-07,0.0046949396,0.0037727444,0.0037727444,bear,0.00092219515
2011-04-08,0.004819028,0.0036631408,0.0036631408,bear,0.0011558873
2011-04-11,0.0048396224,0.003386224,0.003386224,bear,0.0014533985
2011-04-12,0.004625054,0.0029937075,0.0029937075,bear,0.0016313465
2011-04-13,0.0043387436,0.0026524775,0.0026524775,bear,0.0016862662
2011-04-14,0.004215992,0.002421223,0.002421223,bear,0.001794769
2011-04-15,0.0041486975,0.002278356,0.002278356,bear,0.0018703414
2011-04-18,0.0040242546,0.0023060332,0.0023060332,bear,0.0017182215
2011-04-19,0.004026332,0.002247368,0.002247368,bear,0.001778964
2011-04-20,0.0039904364,0.002171488,0.002171488,bear,0.0018189484
2011-04-21,0.0036653415,0.002194948,0.002194948,bear,0.0014703935
2011-04-25,0.0035154012,0.0023083517,0.0023083517,bear,0.0012070495
2011-04-26,0.0034879758,0.0022628447,0.0022628447,bear,0.0012251311
2011-04-27,0.0032529172,0.0021292153,0.0021292153,bear,0.0011237019
2011-04-28,0.002792064,0.00198347,0.00198347,bear,0.00080859405
2011-04-29,0.0025288179,0.0021174445,0.0021174445,bear,0.00041137333
2011-05-02,0.0023077494,0.0021450478,0.0021450478,bear,0.00016270159
2011-05-03,0.002254198,0.0022554225,0.002254198,bull,1.2244564e-06
2011-05-04,0.0022066468,0.0023967838,0.0022066468,bull,0.00019013695
2011-05-05,0.0020250615,0.0024835411,0.0020250615,bull,0.00045847963
2011-05-06,0.0019080268,0.0026000978,0.0019080268,bull,0.00069207104
2011-05-09,0.0019139333,0.002827232,0.0019139333,bull,0.0009132987
2011-05-10,0.0018598512,0.0030549804,0.0018598512,bull,0.0011951292
2011-05-11,0.0017863923,0.0032776233,0.0017863923,bull,0.001491231
2011-05-12,0.0017934273,0.0033132832,0.0017934273,bull,0.0015198559
2011-05-13,0.0017969906,0.0035111643,0.0017969906,bull,0.0017141737
2011-05-16,0.0019106342,0.0035133332,0.0019106342,bull,0.0016026989
2011-05-17,0.0020612355,0.003628793,0.0020612355,bull,0.0015675575
2011-05-18,0.001977644,0.003009832,0.001977644,bull,0.0010321881
2011-05-19,0.0018990868,0.0026625653,0.0018990868,bull,0.0007634786
2011-05-20,0.0018919118,0.0021996493,0.0018919118,bull,0.0003077375
2011-05-23,0.0020209528,0.0020060155,0.0020060155,bear,1.493725e-05
2011-05-24,0.0020550722,0.0016607827,0.0016607827,bear,0.0003942895
2011-05-25,0.0020592904,0.0016971412,0.0016971412,bear,0.0003621492
2011-05-26,0.0020182903,0.0016177399,0.0016177399,bear,0.00040055043
2011-05-27,0.0019077266,0.0016304106,0.0016304106,bear,0.00027731608
2011-05-31,0.0019328346,0.0014920577,0.0014920577,bear,0.00044077693
2011-06-01,0.001769233,0.0016136494,0.0016136494,bear,0.0001555836
2011-06-02,0.0014882014,0.0015885396,0.0014882014,bull,0.00010033813
2011-06-03,0.0013949459,0.0018723152,0.0013949459,bull,0.0004773693
2011-06-06,0.0013409602,0.0018498125,0.0013409602,bull,0.0005088523
2011-06-07,0.0011889853,0.0020087664,0.0011889853,bull,0.0008197811
2011-06-08,0.0013260058,0.0021071194,0.0013260058,bull,0.00078111363
2011-06-09,0.0014146795,0.002298373,0.0014146795,bull,0.0008836936
2011-06-10,0.0014895651,0.00237693,0.0014895651,bull,0.00088736496
2011-06-13,0.0015971313,0.0024453136,0.0015971313,bull,0.00084818236
2011-06-14,0.0016138911,0.0024232173,0.0016138911,bull,0.0008093262
2011-06-15,0.0017865287,0.0024785248,0.0017865287,bull,0.0006919961
2011-06-16,0.001884524,0.002320095,0.001884524,bull,0.00043557095
2011-06-17,0.0020227334,0.0025250756,0.0020227334,bull,0.0005023421
2011-06-20,0.0024075883,0.0024796703,0.0024075883,bull,7.208204e-05
2011-06-21,0.0023210584,0.0025298423,0.0023210584,bull,0.0002087839
2011-06-22,0.002405365,0.0022998615,0.0022998615,bear,0.00010550348
2011-06-23,0.0025546753,0.0023928797,0.0023928797,bear,0.00016179564
2011-06-24,0.002702749,0.0023551958,0.0023551958,bear,0.0003475533
2011-06-27,0.0029790306,0.002293423,0.002293423,bear,0.00068560755
2011-06-28,0.003049155,0.0023113757,0.0023113757,bear,0.0007377793
2011-06-29,0.0032576409,0.0023568782,0.0023568782,bear,0.0009007626
2011-06-30,0.003604659,0.0024993517,0.0024993517,bear,0.0011053074
2011-07-01,0.0038413187,0.0027083317,0.0027083317,bear,0.001132987
2011-07-05,0.0041649663,0.0027839819,0.0027839819,bear,0.0013809844
2011-07-06,0.004508194,0.002933638,0.002933638,bear,0.0015745561
2011-07-07,0.0049775103,0.0030596028,0.0030596028,bear,0.0019179075
2011-07-08,0.0052903914,0.0031379054,0.0031379054,bear,0.002152486
2011-07-11,0.005543171,0.0028505567,0.0028505567,bear,0.0026926142
2011-07-12,0.0055962554,0.0027005083,0.0027005083,bear,0.002895747
2011-07-13,0.0055439356,0.0023636092,0.0023636092,bear,0.0031803264
2011-07-14,0.005390859,0.0020854957,0.0020854957,bear,0.0033053635
2011-07-15,0.0052701575,0.0019083434,0.0019083434,bear,0.0033618142
2011-07-18,0.0050653396,0.0016367425,0.0016367425,bear,0.003428597
2011-07-19,0.0048634782,0.0015633194,0.0015633194,bear,0.0033001588
2011-07-20,0.0045944033,0.0014316039,0.0014316039,bear,0.0031627994
2011-07-21,0.004212827,0.0013625704,0.0013625704,bear,0.0028502564
2011-07-22,0.0039355126,0.0013212804,0.0013212804,bear,0.0026142322
2011-07-25,0.0036722075,0.0012430738,0.0012430738,bear,0.0024291337
2011-07-26,0.0034184423,0.0013906261,0.0013906261,bear,0.0020278161
2011-07-27,0.0035767013,0.001590271,0.001590271,bear,0.0019864303
2011-07-28,0.0034575723,0.0016978153,0.0016978153,bear,0.001759757
2011-07-29,0.0033956757,0.0018255739,0.0018255739,bear,0.0015701018
2011-08-01,0.0031046313,0.0018053597,0.0018053597,bear,0.0012992716
2011-08-02,0.0029454718,0.0019738846,0.0019738846,bear,0.00097158714
2011-08-03,0.0030788134,0.0019156941,0.0019156941,bear,0.0011631193
2011-08-04,0.003585432,0.0026400944,0.0026400944,bear,0.0009453376
2011-08-05,0.0036748163,0.002349169,0.002349169,bear,0.0013256473
2011-08-08,0.0049893428,0.0041029565,0.0041029565,bear,0.00088638626
2011-08-09,0.005216772,0.0037831115,0.0037831115,bear,0.0014336607
2011-08-10,0.0057412344,0.0051088063,0.0051088063,bear,0.0006324281
2011-08-11,0.0056613022,0.0038531919,0.0038531919,bear,0.0018081104
2011-08-12,0.005810792,0.0050796703,0.0050796703,bear,0.00073112175
2011-08-15,0.005556647,0.0033134168,0.0033134168,bear,0.0022432304
2011-08-16,0.0053383163,0.0047291988,0.0047291988,bear,0.00060911756
2011-08-17,0.00524343,0.0029388028,0.0029388028,bear,0.002304627
2011-08-18,0.0057830014,0.004879167,0.004879167,bear,0.0009038346
2011-08-19,0.006084999,0.0030859648,0.0030859648,bear,0.0029990342
2011-08-22,0.006547765,0.004859771,0.004859771,bear,0.0016879938
2011-08-23,0.006857733,0.0032076614,0.0032076614,bear,0.0036500713
2011-08-24,0.007072102,0.005106499,0.005106499,bear,0.0019656029
2011-08-25,0.007962327,0.0035150708,0.0035150708,bear,0.0044472567
2011-08-26,0.0085431505,0.0054006213,0.0054006213,bear,0.0031425292
2011-08-29,0.009690742,0.0042157723,0.0042157723,bear,0.0054749697
2011-08-30,0.010318376,0.0056575052,0.0056575052,bear,0.004660871
2011-08-31,0.011375949,0.004577986,0.004577986,bear,0.006797963
2011-09-01,0.012496963,0.0057639494,0.0057639494,bear,0.006733014
2011-09-02,0.013404981,0.0046285866,0.0046285866,bear,0.008776395
2011-09-06,0.014252265,0.005520294,0.005520294,bear,0.008731971
2011-09-07,0.014801068,0.0045770677,0.0045770677,bear,0.010224001
2011-09-08,0.015190497,0.0052461927,0.0052461927,bear,0.009944305
2011-09-09,0.015680041,0.00435203,0.00435203,bear,0.011328012
2011-09-12,0.01595892,0.005352122,0.005352122,bear,0.010606798
2011-09-13,0.016309448,0.00428737,0.00428737,bear,0.012022078
2011-09-14,0.016095204,0.0052770106,0.0052770106,bear,0.010818194
2011-09-15,0.01603976,0.0039735073,0.0039735073,bear,0.012066253
2011-09-16,0.015587013,0.0047940314,0.0047940314,bear,0.010792982
2011-09-19,0.015210705,0.0038003644,0.0038003644,bear,0.011410341
2011-09-20,0.013519796,0.003876694,0.003876694,bear,0.009643102
2011-09-21,0.0130757,0.0030198204,0.0030198204,bear,0.010055879
2011-09-22,0.01245935,0.0036837438,0.0036837438,bear,0.008775606
2011-09-23,0.01201685,0.0032684426,0.0032684426,bear,0.008748407
2011-09-26,0.011503705,0.0037093947,0.0037093947,bear,0.0077943103
2011-09-27,0.01103084,0.0034488267,0.0034488267,bear,0.007582013
2011-09-28,0.010911371,0.0038383957,0.0038383957,bear,0.007072975
2011-09-29,0.011139263,0.0035106493,0.0035106493,bear,0.007628614
2011-09-30,0.010371264,0.0033072862,0.0033072862,bear,0.007063978
2011-10-03,0.0099273585,0.0033355954,0.0033355954,bear,0.0065917633
2011-10-04,0.009526669,0.003375656,0.003375656,bear,0.006151013
2011-10-05,0.009262424,0.0033777873,0.0033777873,bear,0.0058846367
2011-10-06,0.009016797,0.0032862101,0.0032862101,bear,0.005730587
2011-10-07,0.008751382,0.003035804,0.003035804,bear,0.005715578
2011-10-10,0.008587547,0.0030507396,0.0030507396,bear,0.005536807
2011-10-11,0.0081919925,0.002760633,0.002760633,bear,0.0054313596
2011-10-12,0.008248697,0.0027119284,0.0027119284,bear,0.0055367686
2011-10-13,0.008607116,0.00256847,0.00256847,bear,0.0060386453
2011-10-14,0.008868734,0.0026541122,0.0026541122,bear,0.0062146224
2011-10-17,0.008802407,0.0026312284,0.0026312284,bear,0.006171179
2011-10-18,0.0088554695,0.0026774565,0.0026774565,bear,0.006178013
2011-10-19,0.008997873,0.0028265496,0.0028265496,bear,0.006171324
2011-10-20,0.009305017,0.0026978909,0.0026978909,bear,0.0066071264
2011-10-21,0.009706054,0.0028984358,0.0028984358,bear,0.006807618
2011-10-24,0.010017433,0.0029917809,0.0029917809,bear,0.0070256526
2011-10-25,0.010060639,0.0030210153,0.0030210153,bear,0.007039624
2011-10-26,0.010197588,0.0028527847,0.0028527847,bear,0.007344804
2011-10-27,0.010521409,0.002997555,0.002997555,bear,0.0075238543
2011-10-28,0.0104484875,0.0028338283,0.0028338283,bear,0.007614659
2011-10-31,0.01049872,0.0028309883,0.0028309883,bear,0.007667732
2011-11-01,0.01082265,0.0030703072,0.0030703072,bear,0.007752343
2011-11-02,0.010387936,0.003123466,0.003123466,bear,0.0072644698
2011-11-03,0.009627722,0.0032287922,0.0032287922,bear,0.00639893
2011-11-04,0.008946652,0.0033522688,0.0033522688,bear,0.005594383
2011-11-07,0.0086235525,0.0033596675,0.0033596675,bear,0.005263885
2011-11-08,0.0083330115,0.0033971006,0.0033971006,bear,0.004935911
2011-11-09,0.008121178,0.003692966,0.003692966,bear,0.0044282116
2011-11-10,0.008135842,0.0039470457,0.0039470457,bear,0.0041887965
2011-11-11,0.007608945,0.0038804794,0.0038804794,bear,0.0037284656
2011-11-14,0.0066134557,0.0038720127,0.0038720127,bear,0.002741443
2011-11-15,0.0062246886,0.0037181235,0.0037181235,bear,0.002506565
2011-11-16,0.0059629134,0.0039263847,0.0039263847,bear,0.0020365287
2011-11-17,0.005634267,0.0038346113,0.0038346113,bear,0.0017996556
2011-11-18,0.005234916,0.0038664252,0.0038664252,bear,0.001368491
2011-11-21,0.0048486344,0.003927929,0.003927929,bear,0.0009207055
2011-11-22,0.0047491007,0.0038001419,0.0038001419,bear,0.0009489588
2011-11-23,0.004724821,0.0039995816,0.0039995816,bear,0.0007252395
2011-11-25,0.0049371747,0.004163683,0.004163683,bear,0.0007734918
2011-11-28,0.0051671695,0.004106561,0.004106561,bear,0.0010606083
2011-11-29,0.0048244223,0.004027528,0.004027528,bear,0.0007968941
2011-11-30,0.0045252414,0.004055635,0.004055635,bear,0.00046960637
2011-12-01,0.004271972,0.0039859456,0.0039859456,bear,0.0002860264
2011-12-02,0.0042161625,0.004020586,0.004020586,bear,0.00019557634
2011-12-05,0.0040724445,0.0036795882,0.0036795882,bear,0.0003928563
2011-12-06,0.004350727,0.0035069245,0.0035069245,bear,0.00084380247
2011-12-07,0.004126958,0.003595737,0.003595737,bear,0.00053122104
2011-12-08,0.0042542894,0.0037415065,0.0037415065,bear,0.00051278295
2011-12-09,0.004466065,0.0034690648,0.0034690648,bear,0.0009970004
