Date,Close,High,Low,Open,Volume,log_return,log_return_Scaled
2010-01-04,1132.989990234375,1133.8699951171875,1116.56005859375,1116.56005859375,3991400000,,0.5873510705467232
2010-01-05,1136.52001953125,1136.6300048828125,1129.6600341796875,1132.6600341796875,2491020000,0.003110831966759719,0.601664576480347
2010-01-06,1137.1400146484375,1139.18994140625,1133.949951171875,1135.7099609375,4972660000,0.0005453718878234133,0.5898604261904236
2010-01-07,1141.68994140625,1142.4599609375,1131.3199462890625,1136.27001953125,5270680000,0.003993218354654243,0.6057245973795256
2010-01-08,1144.97998046875,1145.3900146484375,1136.219970703125,1140.52001953125,4389590000,0.0028775830750962126,0.6005913557373075
2010-01-11,1146.97998046875,1149.739990234375,1142.02001953125,1145.9599609375,4255780000,0.0017452316285846302,0.5953811999584747
2010-01-12,1136.219970703125,1143.81005859375,1131.77001953125,1143.81005859375,4716160000,-0.00942544643894456,0.5439828703441866
2010-01-13,1145.6800537109375,1148.4000244140625,1133.1800537109375,1137.31005859375,4170360000,0.008291456333360418,0.6255015752008063
2010-01-14,1148.4599609375,1150.4100341796875,1143.800048828125,1145.6800537109375,3915200000,0.002423486421414183,0.5985019741132378
2010-01-15,1136.030029296875,1147.77001953125,1131.3900146484375,1147.719970703125,4758730000,-0.010882126301208588,0.5372804203003726
2010-01-19,1150.22998046875,1150.449951171875,1135.77001953125,1136.030029296875,4724830000,0.012422151207737096,0.6445076566047996
2010-01-20,1138.0400390625,1147.949951171875,1129.25,1147.949951171875,4810560000,-0.010654386601861304,0.5383282922435572
2010-01-21,1116.47998046875,1141.5799560546875,1114.8399658203125,1138.6800537109375,6874290000,-0.019126657272987804,0.4993458278037468
2010-01-22,1091.760009765625,1115.489990234375,1090.1800537109375,1115.489990234375,6208650000,-0.02238977963010898,0.4843316059750298
2010-01-25,1096.780029296875,1102.969970703125,1092.4000244140625,1092.4000244140625,4481390000,0.004587559053796009,0.6084592674660686
2010-01-26,1092.1700439453125,1103.68994140625,1089.8599853515625,1095.800048828125,4731910000,-0.004212057847785588,0.5679706232447611
2010-01-27,1097.5,1099.510009765625,1083.1099853515625,1091.93994140625,5319120000,0.004868282868611808,0.6097509289997067
2010-01-28,1084.530029296875,1100.219970703125,1078.4599609375,1096.9300537109375,5452400000,-0.011888125534279259,0.5326516341281717
2010-01-29,1073.8699951171875,1096.449951171875,1071.5899658203125,1087.6099853515625,5412850000,-0.009877799049982582,0.5419015133787934
2010-02-01,1089.18994140625,1089.3800048828125,1073.8900146484375,1073.8900146484375,4077610000,0.014165305546369656,0.6525282280261574
2010-02-02,1103.3199462890625,1104.72998046875,1087.9599609375,1090.050048828125,4749540000,0.0128895204452028,0.6466581078105028
2010-02-03,1097.280029296875,1102.719970703125,1093.969970703125,1100.6700439453125,4285450000,-0.005489350382538535,0.5620935670519116
2010-02-04,1063.1099853515625,1097.25,1062.780029296875,1097.25,5859690000,-0.031635856049806906,0.4417887199849722
2010-02-05,1066.18994140625,1067.1300048828125,1044.5,1064.1199951171875,6438900000,0.0028929303608266027,0.6006619714014495
2010-02-08,1056.739990234375,1071.199951171875,1056.510009765625,1065.510009765625,4089820000,-0.008902803100374192,0.546387647782419
2010-02-09,1070.52001953125,1079.280029296875,1060.06005859375,1060.06005859375,5114260000,0.01295584177358637,0.6469632643530251
2010-02-10,1068.1300048828125,1073.6700439453125,1059.3399658203125,1069.6800537109375,4251450000,-0.0022350694280074235,0.5770671079728242
2010-02-11,1078.469970703125,1080.0400390625,1060.5899658203125,1067.0999755859375,4400870000,0.009633882335101287,0.6316783223689868
2010-02-12,1075.510009765625,1077.81005859375,1062.969970703125,1075.949951171875,4160680000,-0.0027483661199411307,0.5747053361625148
2010-02-16,1094.8699951171875,1095.6700439453125,1079.1300048828125,1079.1300048828125,4080770000,0.017840653536261433,0.6694391752658582
2010-02-17,1099.510009765625,1101.030029296875,1094.719970703125,1096.1400146484375,4259230000,0.004229004596710374,0.6068094929350553
2010-02-18,1106.75,1108.239990234375,1097.47998046875,1099.030029296875,3878620000,0.006563157733795463,0.617549357747636
2010-02-19,1109.1700439453125,1112.4200439453125,1100.800048828125,1105.489990234375,3944280000,0.0021842348635910053,0.5974011340070787
2010-02-22,1108.010009765625,1112.2900390625,1105.3800048828125,1110.0,3814440000,-0.0010464051249203224,0.58253636948779
2010-02-23,1094.5999755859375,1108.5799560546875,1092.1800537109375,1107.489990234375,4521050000,-0.0121766449451987,0.5313241036333431
2010-02-24,1105.239990234375,1106.4200439453125,1095.5,1095.8900146484375,4168360000,0.009673519697189884,0.6318607011099509
2010-02-25,1102.93994140625,1103.5,1086.02001953125,1101.239990234375,4521130000,-0.0020832085528651543,0.5777658475899622
2010-02-26,1104.489990234375,1107.239990234375,1097.56005859375,1103.0999755859375,3945190000,0.0014043925568579447,0.593812937150422
2010-03-01,1115.7099609375,1116.1099853515625,1105.3599853515625,1105.3599853515625,3847640000,0.010107257423603737,0.6338564075920107
2010-03-02,1118.31005859375,1123.4599609375,1116.510009765625,1117.010009765625,4134680000,0.0023277310028862693,0.5980613859471391
2010-03-03,1118.7900390625,1125.6400146484375,1116.5799560546875,1119.3599853515625,3951320000,0.00042910952140039855,0.5893254818123811
2010-03-04,1122.969970703125,1123.72998046875,1116.6600341796875,1119.1199951171875,3945010000,0.00372915607957138,0.6045095986326849
2010-03-05,1138.699951171875,1139.3800048828125,1125.1199951171875,1125.1199951171875,4133000000,0.013910282801603982,0.6513548218089728
2010-03-08,1138.5,1141.050048828125,1136.77001953125,1138.4000244140625,3774680000,-0.00017561143217653642,0.5865430502796918
2010-03-09,1140.449951171875,1145.3699951171875,1134.9000244140625,1137.56005859375,5185570000,0.0017112720239721047,0.595224945616447
2010-03-10,1145.6099853515625,1148.260009765625,1140.0899658203125,1140.219970703125,5469120000,0.00451435490421295,0.6081224418063675
2010-03-11,1150.239990234375,1150.239990234375,1138.989990234375,1143.9599609375,4669060000,0.00403337431350597,0.6059093622788952
2010-03-12,1149.989990234375,1153.4100341796875,1146.969970703125,1151.7099609375,4928160000,-0.0002173695700926971,0.5863509134618801
2010-03-15,1150.510009765625,1150.97998046875,1141.449951171875,1148.530029296875,4164110000,0.00045209262343589776,0.5894312312616838
2010-03-16,1159.4599609375,1160.280029296875,1150.3499755859375,1150.8299560546875,4369770000,0.007749014983159959,0.623005703495841
2010-03-17,1166.2099609375,1169.8399658203125,1159.93994140625,1159.93994140625,4963200000,0.005804795332563638,0.614059993858536
2010-03-18,1165.8299560546875,1167.77001953125,1161.1600341796875,1166.1300048828125,4234510000,-0.00032589912668909416,0.5858515491539024
2010-03-19,1159.9000244140625,1169.199951171875,1155.3299560546875,1166.6800537109375,5212410000,-0.005099426451612706,0.5638876782602974
2010-03-22,1165.81005859375,1167.8199462890625,1152.8800048828125,1157.25,4261680000,0.005082359099180065,0.6107359328280165
2010-03-23,1174.1700439453125,1174.719970703125,1163.8299560546875,1166.469970703125,4411640000,0.0071453777848001715,0.6202282585188053
2010-03-24,1167.719970703125,1173.0400390625,1166.010009765625,1172.699951171875,4705750000,-0.0055084478872883084,0.5620056959452513
2010-03-25,1165.72998046875,1180.68994140625,1165.0899658203125,1170.030029296875,5668900000,-0.0017056210833286789,0.5795031964867918
2010-03-26,1166.5899658203125,1173.9300537109375,1161.47998046875,1167.5799560546875,4708420000,0.0007374506159884132,0.5907442154933142
2010-03-29,1173.219970703125,1174.8499755859375,1167.7099609375,1167.7099609375,4375580000,0.005667146312798056,0.6134266455831471
2010-03-30,1173.27001953125,1177.8299560546875,1168.9200439453125,1173.75,4085000000,4.26584629303888e-05,0.5875473499243296
2010-03-31,1169.4300537109375,1174.56005859375,1165.77001953125,1171.75,4484340000,-0.00327824231803275,0.5722672790168662
2010-04-01,1178.0999755859375,1181.4300537109375,1170.68994140625,1171.22998046875,4006870000,0.007386454005524301,0.6213374942321648
2010-04-05,1187.43994140625,1187.72998046875,1178.7099609375,1178.7099609375,3881620000,0.007896729443087884,0.62368536469942
2010-04-06,1189.43994140625,1191.800048828125,1182.77001953125,1186.010009765625,4086180000,0.001682878875349027,0.5950943035548913
2010-04-07,1182.449951171875,1189.5999755859375,1177.25,1188.22998046875,5101430000,-0.005894042967262019,0.5602315025705674
2010-04-08,1186.43994140625,1188.550048828125,1175.1199951171875,1181.75,4726970000,0.0033686614308549275,0.6028508969256887
2010-04-09,1194.3699951171875,1194.6600341796875,1187.1500244140625,1187.469970703125,4511570000,0.00666166829683167,0.6180026228367215
2010-04-12,1196.47998046875,1199.199951171875,1194.7099609375,1194.93994140625,4607090000,0.0017650508571401095,0.5954723918481557
2010-04-13,1197.300048828125,1199.0400390625,1188.8199462890625,1195.93994140625,5403580000,0.0006851660398368415,0.5905036446109975
2010-04-14,1210.6500244140625,1210.6500244140625,1198.68994140625,1198.68994140625,5760040000,0.011088363099908616,0.6383706539638355
2010-04-15,1211.6700439453125,1213.9200439453125,1208.5,1210.77001953125,5995330000,0.0008421839911768203,0.5912261128774309
2010-04-16,1192.1300048828125,1210.1700439453125,1186.77001953125,1210.1700439453125,8108470000,-0.016257982418547083,0.5125451246444065
2010-04-19,1197.52001953125,1197.8699951171875,1183.6800537109375,1192.06005859375,6597740000,0.004511140739529798,0.6081076528477367
2010-04-20,1207.1700439453125,1208.5799560546875,1199.0400390625,1199.0400390625,5316590000,0.008026045737071379,0.6242803725818854
2010-04-21,1205.93994140625,1210.989990234375,1198.8499755859375,1207.1600341796875,5724310000,-0.0010195164357019706,0.5826600892569022
2010-04-22,1208.6700439453125,1210.27001953125,1190.18994140625,1202.52001953125,6035780000,0.0022613206430901964,0.5977558197548303
2010-04-23,1217.280029296875,1217.280029296875,1205.0999755859375,1207.8699951171875,5326060000,0.0070982676832182495,0.6200114963388702
2010-04-26,1212.050048828125,1219.800048828125,1211.0699462890625,1217.0699462890625,5647760000,-0.004305704355093108,0.567539738564286
2010-04-27,1183.7099609375,1211.3800048828125,1181.6199951171875,1209.9200439453125,7454540000,-0.023659640178701643,0.4784887457076241
2010-04-28,1191.3599853515625,1195.050048828125,1181.81005859375,1184.5899658203125,6342310000,0.006441958378180898,0.6169916973808025
2010-04-29,1206.780029296875,1209.3599853515625,1193.300048828125,1193.300048828125,6059410000,0.012860180281289574,0.6465231083586671
